# padog.py 姿态表/插值 golden vectors
# 参考值 = 真版 padog.py 命名空间（load_padog_ns），时钟由 mpy_stubs.install_controllable_clock() 钉死
# 列: fn,param,init_1p..init_4s(12),deg0..deg11(12),duty0..duty11(12)
# fn=0: _apply_pose_blend(_stand_pose(), _sit_pose(), param)
# fn=1: _apply_stand_angles_direct()      fn=2: _apply_sit_angles_direct()
# deg  = 原代码传给 PA_SERVO.angle() 的角度（未过占空比夹限），C 侧按 **0 容差**比
# duty = 它最终写进寄存器的占空比计数
# param 只取二进制精确值、sit 偏移全是 4 的倍数 => 插值 float/double 逐位相同
# init 列序 = 腿1..腿4 x (髋,大腿,小腿)，与 config_s.py 一致
# init set: real config_s.py
0,-0.500000,102,84,92,96,91,85,108,78,68,92,98,102,102.000000,84.000000,92.000000,92.000000,98.000000,102.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,333,292,311,311,324,333,320,308,295,347,279,256
0,0.000000,102,84,92,96,91,85,108,78,68,92,98,102,102.000000,84.000000,92.000000,92.000000,98.000000,102.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,333,292,311,311,324,333,320,308,295,347,279,256
0,0.250000,102,84,92,96,91,85,108,78,68,92,98,102,101.000000,80.000000,89.000000,92.000000,91.000000,108.000000,97.000000,95.000000,88.000000,108.000000,85.000000,62.000000,331,283,304,311,308,347,322,317,301,347,295,242
0,0.500000,102,84,92,96,91,85,108,78,68,92,98,102,100.000000,76.000000,86.000000,92.000000,84.000000,114.000000,98.000000,99.000000,91.000000,108.000000,92.000000,56.000000,329,274,297,311,292,361,324,326,308,347,311,229
0,0.750000,102,84,92,96,91,85,108,78,68,92,98,102,99.000000,72.000000,83.000000,92.000000,77.000000,120.000000,99.000000,103.000000,94.000000,108.000000,99.000000,50.000000,326,265,290,311,276,374,326,336,315,347,326,215
0,1.000000,102,84,92,96,91,85,108,78,68,92,98,102,98.000000,68.000000,80.000000,92.000000,70.000000,126.000000,100.000000,107.000000,97.000000,108.000000,106.000000,44.000000,324,256,283,311,261,388,329,345,322,347,342,201
0,1.500000,102,84,92,96,91,85,108,78,68,92,98,102,98.000000,68.000000,80.000000,92.000000,70.000000,126.000000,100.000000,107.000000,97.000000,108.000000,106.000000,44.000000,324,256,283,311,261,388,329,345,322,347,342,201
1,0.000000,102,84,92,96,91,85,108,78,68,92,98,102,102.000000,84.000000,92.000000,92.000000,98.000000,102.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,333,292,311,311,324,333,320,308,295,347,279,256
2,0.000000,102,84,92,96,91,85,108,78,68,92,98,102,98.000000,68.000000,80.000000,92.000000,70.000000,126.000000,100.000000,107.000000,97.000000,108.000000,106.000000,44.000000,324,256,283,311,261,388,329,345,322,347,342,201
# init set: in-range, 12 distinct (P-18)
0,-0.500000,11,22,33,44,55,66,77,88,99,111,122,133,11.000000,22.000000,33.000000,111.000000,122.000000,133.000000,44.000000,55.000000,66.000000,77.000000,88.000000,99.000000,126,151,176,354,379,404,201,226,251,276,301,326
0,0.000000,11,22,33,44,55,66,77,88,99,111,122,133,11.000000,22.000000,33.000000,111.000000,122.000000,133.000000,44.000000,55.000000,66.000000,77.000000,88.000000,99.000000,126,151,176,354,379,404,201,226,251,276,301,326
0,0.250000,11,22,33,44,55,66,77,88,99,111,122,133,10.000000,18.000000,30.000000,111.000000,115.000000,139.000000,45.000000,59.000000,69.000000,77.000000,95.000000,93.000000,124,142,170,354,363,417,204,236,258,276,317,313
0,0.500000,11,22,33,44,55,66,77,88,99,111,122,133,9.000000,14.000000,27.000000,111.000000,108.000000,145.000000,46.000000,63.000000,72.000000,77.000000,102.000000,87.000000,122,133,163,354,347,431,206,245,265,276,333,299
0,0.750000,11,22,33,44,55,66,77,88,99,111,122,133,8.000000,10.000000,24.000000,111.000000,101.000000,151.000000,47.000000,67.000000,75.000000,77.000000,109.000000,81.000000,120,124,156,354,331,445,208,254,272,276,349,286
0,1.000000,11,22,33,44,55,66,77,88,99,111,122,133,7.000000,6.000000,21.000000,111.000000,94.000000,157.000000,48.000000,71.000000,78.000000,77.000000,116.000000,75.000000,117,115,149,354,315,458,211,263,279,276,365,272
