0,0,0.0000,64,0,0,102
0,1,0.0000,64,1,0,102
0,2,0.0000,64,2,0,102
0,3,0.0000,64,3,0,102
0,4,0.0000,64,4,0,102
0,5,0.0000,64,5,0,102
0,6,0.0000,65,0,0,102
0,7,0.0000,65,1,0,102
0,8,0.0000,65,2,0,102
0,9,0.0000,65,3,0,102
0,10,0.0000,65,4,0,102
0,11,0.0000,65,5,0,102
0,0,1.0000,64,0,0,104
0,1,1.0000,64,1,0,104
0,2,1.0000,64,2,0,104
0,3,1.0000,64,3,0,104
0,4,1.0000,64,4,0,104
0,5,1.0000,64,5,0,104
0,6,1.0000,65,0,0,104
0,7,1.0000,65,1,0,104
0,8,1.0000,65,2,0,104
0,9,1.0000,65,3,0,104
0,10,1.0000,65,4,0,104
0,11,1.0000,65,5,0,104
0,0,45.5000,64,0,0,205
0,1,45.5000,64,1,0,205
0,2,45.5000,64,2,0,205
0,3,45.5000,64,3,0,205
0,4,45.5000,64,4,0,205
0,5,45.5000,64,5,0,205
0,6,45.5000,65,0,0,205
0,7,45.5000,65,1,0,205
0,8,45.5000,65,2,0,205
0,9,45.5000,65,3,0,205
0,10,45.5000,65,4,0,205
0,11,45.5000,65,5,0,205
0,0,90.0000,64,0,0,306
0,1,90.0000,64,1,0,306
0,2,90.0000,64,2,0,306
0,3,90.0000,64,3,0,306
0,4,90.0000,64,4,0,306
0,5,90.0000,64,5,0,306
0,6,90.0000,65,0,0,306
0,7,90.0000,65,1,0,306
0,8,90.0000,65,2,0,306
0,9,90.0000,65,3,0,306
0,10,90.0000,65,4,0,306
0,11,90.0000,65,5,0,306
0,0,90.2500,64,0,0,307
0,1,90.2500,64,1,0,307
0,2,90.2500,64,2,0,307
0,3,90.2500,64,3,0,307
0,4,90.2500,64,4,0,307
0,5,90.2500,64,5,0,307
0,6,90.2500,65,0,0,307
0,7,90.2500,65,1,0,307
0,8,90.2500,65,2,0,307
0,9,90.2500,65,3,0,307
0,10,90.2500,65,4,0,307
0,11,90.2500,65,5,0,307
0,0,120.0000,64,0,0,374
0,1,120.0000,64,1,0,374
0,2,120.0000,64,2,0,374
0,3,120.0000,64,3,0,374
0,4,120.0000,64,4,0,374
0,5,120.0000,64,5,0,374
0,6,120.0000,65,0,0,374
0,7,120.0000,65,1,0,374
0,8,120.0000,65,2,0,374
0,9,120.0000,65,3,0,374
0,10,120.0000,65,4,0,374
0,11,120.0000,65,5,0,374
0,0,179.0000,64,0,0,508
0,1,179.0000,64,1,0,508
0,2,179.0000,64,2,0,508
0,3,179.0000,64,3,0,508
0,4,179.0000,64,4,0,508
0,5,179.0000,64,5,0,508
0,6,179.0000,65,0,0,508
0,7,179.0000,65,1,0,508
0,8,179.0000,65,2,0,508
0,9,179.0000,65,3,0,508
0,10,179.0000,65,4,0,508
0,11,179.0000,65,5,0,508
0,0,180.0000,64,0,0,511
0,1,180.0000,64,1,0,511
0,2,180.0000,64,2,0,511
0,3,180.0000,64,3,0,511
0,4,180.0000,64,4,0,511
0,5,180.0000,64,5,0,511
0,6,180.0000,65,0,0,511
0,7,180.0000,65,1,0,511
0,8,180.0000,65,2,0,511
0,9,180.0000,65,3,0,511
0,10,180.0000,65,4,0,511
0,11,180.0000,65,5,0,511
0,0,181.0000,64,0,0,511
0,1,181.0000,64,1,0,511
0,2,181.0000,64,2,0,511
0,3,181.0000,64,3,0,511
0,4,181.0000,64,4,0,511
0,5,181.0000,64,5,0,511
0,6,181.0000,65,0,0,511
0,7,181.0000,65,1,0,511
0,8,181.0000,65,2,0,511
0,9,181.0000,65,3,0,511
0,10,181.0000,65,4,0,511
0,11,181.0000,65,5,0,511
0,0,200.0000,64,0,0,511
0,1,200.0000,64,1,0,511
0,2,200.0000,64,2,0,511
0,3,200.0000,64,3,0,511
0,4,200.0000,64,4,0,511
0,5,200.0000,64,5,0,511
0,6,200.0000,65,0,0,511
0,7,200.0000,65,1,0,511
0,8,200.0000,65,2,0,511
0,9,200.0000,65,3,0,511
0,10,200.0000,65,4,0,511
0,11,200.0000,65,5,0,511
0,0,1000.0000,64,0,0,511
0,1,1000.0000,64,1,0,511
0,2,1000.0000,64,2,0,511
0,3,1000.0000,64,3,0,511
0,4,1000.0000,64,4,0,511
0,5,1000.0000,64,5,0,511
0,6,1000.0000,65,0,0,511
0,7,1000.0000,65,1,0,511
0,8,1000.0000,65,2,0,511
0,9,1000.0000,65,3,0,511
0,10,1000.0000,65,4,0,511
0,11,1000.0000,65,5,0,511
0,0,-1.0000,64,0,0,102
0,1,-1.0000,64,1,0,102
0,2,-1.0000,64,2,0,102
0,3,-1.0000,64,3,0,102
0,4,-1.0000,64,4,0,102
0,5,-1.0000,64,5,0,102
0,6,-1.0000,65,0,0,102
0,7,-1.0000,65,1,0,102
0,8,-1.0000,65,2,0,102
0,9,-1.0000,65,3,0,102
0,10,-1.0000,65,4,0,102
0,11,-1.0000,65,5,0,102
0,0,-90.0000,64,0,0,102
0,1,-90.0000,64,1,0,102
0,2,-90.0000,64,2,0,102
0,3,-90.0000,64,3,0,102
0,4,-90.0000,64,4,0,102
0,5,-90.0000,64,5,0,102
0,6,-90.0000,65,0,0,102
0,7,-90.0000,65,1,0,102
0,8,-90.0000,65,2,0,102
0,9,-90.0000,65,3,0,102
0,10,-90.0000,65,4,0,102
0,11,-90.0000,65,5,0,102
0,0,-1000.0000,64,0,0,102
0,1,-1000.0000,64,1,0,102
0,2,-1000.0000,64,2,0,102
0,3,-1000.0000,64,3,0,102
0,4,-1000.0000,64,4,0,102
0,5,-1000.0000,64,5,0,102
