1,0,0,333,0,391,0,426,0,311,0,423,0,449,0,320,0,210,0,179,0,347,0,180,0,141
1,1,0,333,0,391,0,426,0,311,0,423,0,449,0,320,0,209,0,179,0,347,0,180,0,141
1,2,0,333,0,392,0,426,0,311,0,424,0,449,0,320,0,209,0,179,0,347,0,179,0,141
1,3,0,333,0,392,0,426,0,311,0,424,0,449,0,320,0,209,0,179,0,347,0,179,0,141
1,4,0,333,0,392,0,426,0,311,0,424,0,449,0,320,0,208,0,179,0,347,0,179,0,141
1,5,0,333,0,393,0,426,0,311,0,424,0,449,0,320,0,208,0,179,0,347,0,178,0,141
1,6,0,333,0,393,0,426,0,311,0,425,0,449,0,320,0,208,0,179,0,347,0,178,0,141
1,7,0,333,0,393,0,426,0,311,0,425,0,449,0,320,0,207,0,179,0,347,0,178,0,141
1,8,0,333,0,393,0,426,0,311,0,425,0,449,0,320,0,207,0,179,0,347,0,178,0,141
1,9,0,333,0,394,0,426,0,311,0,426,0,449,0,320,0,207,0,179,0,347,0,177,0,141
1,10,0,333,0,394,0,426,0,311,0,426,0,449,0,320,0,207,0,179,0,347,0,177,0,141
1,11,0,333,0,394,0,426,0,311,0,426,0,449,0,320,0,206,0,179,0,347,0,177,0,141
1,12,0,333,0,394,0,426,0,311,0,426,0,448,0,320,0,206,0,179,0,347,0,177,0,141
1,13,0,333,0,395,0,426,0,311,0,427,0,448,0,320,0,206,0,179,0,347,0,176,0,141
1,14,0,333,0,395,0,426,0,311,0,427,0,448,0,320,0,206,0,179,0,347,0,176,0,141
1,15,0,333,0,395,0,426,0,311,0,427,0,448,0,320,0,206,0,180,0,347,0,176,0,141
1,16,0,333,0,395,0,426,0,311,0,427,0,448,0,320,0,205,0,180,0,347,0,176,0,141
1,17,0,333,0,396,0,426,0,311,0,427,0,448,0,320,0,205,0,180,0,347,0,176,0,141
1,18,0,333,0,396,0,426,0,311,0,428,0,448,0,320,0,205,0,180,0,347,0,175,0,141
1,19,0,333,0,396,0,426,0,311,0,428,0,448,0,320,0,205,0,180,0,347,0,175,0,141
1,20,0,333,0,374,0,443,0,311,0,426,0,449,0,320,0,206,0,179,0,347,0,198,0,128
1,21,0,333,0,390,0,495,0,311,0,423,0,449,0,320,0,210,0,179,0,347,0,184,0,102
1,22,0,333,0,405,0,511,0,311,0,416,0,448,0,320,0,216,0,180,0,347,0,170,0,102
