1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,292,0,312,0,311,0,324,0,334,0,320,0,308,0,294,0,347,0,279,0,255
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,292,0,311,0,311,0,324,0,333,0,320,0,308,0,295,0,347,0,279,0,256
1,5.000000,-5.000000,5.000000,-5.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,345,0,292,0,312,0,299,0,324,0,334,0,308,0,308,0,294,0,358,0,279,0,255
0,5.000000,-5.000000,5.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,345,0,292,0,311,0,299,0,324,0,333,0,308,0,308,0,295,0,358,0,279,0,256
1,18.000000,-18.000000,18.000000,-18.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,374,0,292,0,312,0,270,0,324,0,334,0,279,0,308,0,294,0,388,0,279,0,255
0,18.000000,-18.000000,18.000000,-18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,374,0,292,0,311,0,270,0,324,0,333,0,279,0,308,0,295,0,388,0,279,0,256
1,-20.000000,20.000000,-20.000000,20.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,288,0,292,0,312,0,356,0,324,0,334,0,365,0,308,0,294,0,301,0,279,0,255
0,-20.000000,20.000000,-20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,288,0,292,0,311,0,356,0,324,0,333,0,365,0,308,0,295,0,301,0,279,0,256
1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,292,0,266,0,311,0,324,0,266,0,320,0,308,0,339,0,347,0,279,0,323
1,0.000000,0.000000,0.000000,0.000000,70.000000,70.000000,70.000000,70.000000,55.000000,55.000000,55.000000,55.000000,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,338,0,323,0,311,0,370,0,323,0,320,0,263,0,282,0,347,0,233,0,266
1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,2.000000,-3.000000,5.000000,0.500000,130.000000,138.000000,149.000000,0,333,0,292,0,319,0,311,0,324,0,336,0,320,0,308,0,304,0,347,0,279,0,237
1,0.000000,0.000000,0.000000,0.000000,110.000000,110.000000,110.000000,110.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,-5.000000,5.000000,0.000000,10.000000,130.000000,138.000000,149.000000,0,333,0,247,0,232,0,311,0,279,0,300,0,320,0,354,0,344,0,347,0,324,0,320
1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,292,0,312,0,311,0,324,0,334,0,320,0,308,0,294,0,347,0,279,0,255
1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,120.000000,120.000000,149.000000,0,333,0,292,0,276,0,311,0,324,0,299,0,320,0,308,0,329,0,347,0,279,0,291
1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,149.000000,0,333,0,292,0,231,0,311,0,324,0,253,0,320,0,308,0,374,0,347,0,279,0,336
1,0.000000,0.000000,0.000000,0.000000,60.000000,90.000000,120.000000,45.000000,10.000000,40.000000,70.000000,100.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,361,0,218,0,311,0,426,0,511,0,320,0,308,0,294,0,347,0,347,0,134
1,0.000000,0.000000,0.000000,0.000000,130.000000,30.000000,95.000000,150.000000,5.000000,95.000000,35.000000,60.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,201,0,206,0,311,0,188,0,412,0,320,0,172,0,102,0,347,0,290,0,272
1,0.000000,0.000000,0.000000,0.000000,-40.000000,200.000000,0.000000,400.000000,-50.000000,0.000000,150.000000,300.000000,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,333,0,511,0,114,0,311,0,102,0,511,0,320,0,511,0,412,0,347,0,102,0,102
1,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,90.000000,90.000000,40.000000,40.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,96.000000,81.000000,92.000000,99.000000,97.000000,79.000000,105.000000,78.000000,71.000000,98.000000,92.000000,99.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,320,0,286,0,312,0,324,0,311,0,328,0,326,0,322,0,280,0,340,0,279,0,262
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.000000,81.000000,92.000000,99.000000,97.000000,79.000000,105.000000,78.000000,71.000000,98.000000,92.000000,99.000000,0.000000,0.000000,0.000000,0.000000,130.000000,138.000000,149.000000,0,320,0,286,0,311,0,324,0,311,0,326,0,326,0,322,0,281,0,340,0,279,0,263
1,-15.747333,-14.653450,-17.190942,-6.551044,124.829888,38.123718,105.132956,148.526444,87.283971,36.311717,58.454256,-12.238200,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,7.260523,-7.624294,-7.939287,2.786284,140.000000,138.000000,160.000000,0,297,0,213,0,503,0,296,0,191,0,126,0,286,0,190,0,378,0,308,0,313,0,285
1,-10.490669,-8.688422,11.553286,8.075921,127.257044,89.826163,111.349940,62.257943,-6.115456,-5.797019,100.918140,-18.109837,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,-2.151733,-3.935324,3.954369,2.944615,140.000000,145.000000,160.000000,0,309,0,208,0,134,0,329,0,387,0,120,0,300,0,308,0,474,0,373,0,327,0,102
1,-11.327483,17.177660,8.255356,-0.878585,28.837448,30.744331,119.775276,43.978050,41.868929,102.151744,87.527720,10.689940,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,5.677101,0.811694,4.070080,-7.209888,130.000000,138.000000,145.000000,0,308,0,431,0,300,0,309,0,429,0,160,0,359,0,174,0,102,0,366,0,346,0,102
1,17.179796,-11.403329,-12.445622,7.895746,113.495519,35.537423,123.592353,147.116877,59.793989,31.184654,87.913362,-8.832862,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,5.152400,4.033853,-0.018759,-4.907509,130.000000,145.000000,149.000000,0,372,0,239,0,376,0,328,0,194,0,124,0,294,0,185,0,347,0,319,0,355,0,105
1,-4.408112,1.848491,3.694955,17.246911,60.013205,49.377531,45.067416,123.200314,76.804479,33.456692,35.037355,16.969671,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,-7.770915,3.587959,0.659212,7.768713,125.000000,138.000000,160.000000,0,323,0,361,0,356,0,350,0,249,0,197,0,324,0,216,0,370,0,355,0,177,0,358
1,6.142787,-12.416940,-8.638535,-17.100880,109.926659,69.245120,49.907184,120.285475,33.108457,115.145479,92.130766,74.022074,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,-2.944542,-1.777201,4.363580,4.894509,125.000000,145.000000,149.000000,0,347,0,247,0,281,0,272,0,255,0,499,0,291,0,261,0,102,0,327,0,188,0,102
1,2.045618,-16.382189,11.050981,-16.502948,42.804945,28.784191,34.224521,129.748972,66.590237,113.383894,110.525336,-5.065590,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,-4.990245,-7.416809,-6.556650,2.228086,130.000000,130.000000,145.000000,0,338,0,400,0,389,0,273,0,234,0,206,0,282,0,169,0,102,0,372,0,152,0,102
0,2.679707,7.014107,0.781463,-16.347459,44.038148,62.547137,116.863323,42.832364,62.131992,48.162258,83.453216,107.412400,-20.000000,20.000000,30.000000,-30.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,-1.588482,-7.491453,1.897712,-7.922714,125.000000,130.000000,160.000000,0,339,0,292,0,311,0,273,0,324,0,333,0,336,0,308,0,295,0,349,0,279,0,256
0,-15.059463,1.332889,0.843796,-10.771733,102.356999,33.094912,129.885210,54.981008,21.889187,28.866156,39.379941,-8.592445,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,3.317902,3.518972,-5.019686,7.529845,125.000000,130.000000,145.000000,0,299,0,292,0,311,0,286,0,324,0,333,0,323,0,308,0,295,0,349,0,279,0,256
0,-1.329482,0.563199,-15.021183,1.498498,65.858688,44.579100,126.606141,82.430703,28.701901,-16.062600,116.381682,48.516699,0.000000,0.000000,0.000000,0.000000,102.000000,84.000000,92.000000,96.000000,91.000000,85.000000,108.000000,78.000000,68.000000,92.000000,98.000000,102.000000,5.488499,-0.711914,7.726188,1.495706,140.000000,145.000000,145.000000,0,330,0,292,0,311,0,314,0,324,0,333,0,321,0,308,0,295,0,313,0,279,0,256
