0.000000,0,0,0,0.000000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,402,0,424,0,311,0,434,0,446,0,320,0,199,0,181,0,347,0,169,0,143
0.000000,0,0,0,0.000000,81.000000,81.000000,5.000000,5.000000,-4.000000,-4.000000,18.000000,18.000000,0.000000,0,0,333,0,397,0,407,0,310,0,445,0,486,0,320,0,211,0,222,0,347,0,164,0,127
0.000000,0,0,0,0.000000,60.000000,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,333,0,406,0,485,0,311,0,438,0,508,0,320,0,195,0,120,0,347,0,165,0,102
-3.000000,1,1,0,0.000000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,382,0,447,0,311,0,432,0,447,0,320,0,201,0,181,0,347,0,190,0,125
-3.000000,1,1,0,0.100000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,406,0,511,0,311,0,426,0,449,0,320,0,207,0,179,0,347,0,169,0,102
-3.000000,1,1,0,0.210000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,418,0,510,0,311,0,413,0,447,0,320,0,219,0,181,0,347,0,157,0,102
-3.000000,1,1,0,0.420000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,400,0,424,0,311,0,411,0,458,0,320,0,222,0,172,0,347,0,171,0,142
-3.000000,1,1,0,0.500000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,399,0,425,0,311,0,423,0,500,0,320,0,212,0,138,0,347,0,173,0,142
-3.000000,1,1,0,0.790000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,378,0,424,0,311,0,445,0,502,0,320,0,190,0,137,0,347,0,193,0,143
-3.000000,1,1,0,0.990000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,380,0,440,0,311,0,432,0,447,0,320,0,200,0,181,0,347,0,192,0,130
3.000000,1,1,0,0.000000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,427,0,422,0,311,0,435,0,446,0,320,0,197,0,182,0,347,0,145,0,148
3.000000,1,1,0,0.300000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,407,0,437,0,311,0,453,0,426,0,320,0,180,0,202,0,347,0,165,0,132
3.000000,1,1,0,0.700000,81.000000,81.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,0,0,333,0,416,0,411,0,311,0,465,0,511,0,320,0,172,0,122,0,347,0,155,0,155
