# padog.py 动作层入口 golden vectors（参考值 = 真版 padog 命名空间）
# action: 0=action_stand 1=action_sit 2=action_sit_direct 3=mainloop
#   （3 只用到 mainloop 的 inplace 服务 + _pose_anim_step 那两段；
#     所以 action=3 的行必须 pose_anim_active=1、crawl 三个量=0）
# 前置列: action,now_ms,pair,anim_start_ms,anim_end_ms,anim_hold_freeze,cur_h_goal,gait_mode,t,crawl_phase,crawl_until_ms,crawl_settle_until_ms,inplace_step_end_ms,direct_pose_freeze,pose_anim_active,front_y,rear_y,in_y,in_pit,in_rol,init_case,init_1p,init_1h,init_1s,init_2p,init_2h,init_2s,init_3p,init_3h,init_3s,init_4p,init_4h,init_4s
# 事后列: n_writes,duty0,duty1,duty2,duty3,duty4,duty5,duty6,duty7,duty8,duty9,duty10,duty11,direct_pose_freeze,pose_anim_active,pose_anim_hold_freeze,pose_anim_start_ms,pose_anim_end_ms,crawl_phase,crawl_until_ms,crawl_settle_until_ms,inplace_step_end_ms,spd,L,R,gait_mode,t,H_goal,R_H,PIT_goal,ROL_goal,X_goal,front_y,rear_y,init_case
# 事后那几个全局量就是「副作用有没有如实发生」的全部证据（成长手册 P-25）
# 所有事后浮点值都保证能被 float32 精确表示 => C 侧可以要求 0 容差
0,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,12,333,292,311,311,324,333,320,308,295,347,279,256,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0.000000,81,81,0,0,18,0,0,0
0,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,1,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100300,101200,0,0,0,0,0.000000,0,0,0,0.000000,81,81,0,0,18,0,0,0
0,100300,0,0,0,0,70.500000,0,0.000000,1,12345,0,100999,1,1,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,12345,0,100999,0,0,0,0,0.000000,70.500000,81,0,0,18,0.000000,0.000000,0
0,100300,0,0,0,0,80.900000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,12,333,292,311,311,324,333,320,308,295,347,279,256,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0.000000,80,80,0,0,18,0,0,0
0,100300,0,0,0,0,-3.700000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,12,333,292,311,311,324,333,320,308,295,347,279,256,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0.000000,-3,-3,0,0,18,0,0,0
0,100300,0,0,0,0,80.900000,1,0.500000,1,12345,23456,100999,0,0,7.000000,-3.000000,25,3,-2,1,102,84,92,96,91,85,108,78,68,92,98,102,12,333,292,311,311,324,333,320,308,295,347,279,256,0,0,0,0,0,0,0,0,100999,0.000000,0,0,0,0,80,80,0,0,25,0,0,1
0,100300,0,0,0,0,70.600000,1,0.500000,1,12345,23456,100999,1,0,7.000000,-3.000000,25,3,-2,1,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100300,101200,0,0,0,0,0.000000,0,0,0,0,70,70,3,-2,25,0,0,1
0,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,18,0,0,0,200,-10,190,96,91,185,108,-40,68,-25,98,102,12,511,102,511,102,324,333,320,308,511,347,102,256,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0.000000,81,81,0,0,18,0,0,0
1,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100300,101200,0,0,0,0,0.000000,0,0,0,0.000000,86,86,0,0,18,0,0,0
2,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100300,101200,0,0,0,0,0.000000,0,0,0,0.000000,86,86,0,0,18,0,0,0
1,100300,0,0,0,0,81.000000,0,0.000000,1,0,0,100999,1,0,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100999,0,0,0,0,0.000000,81.000000,81,0,0,18,0.000000,0.000000,0
1,100300,0,0,0,0,81.000000,0,0.000000,1,0,0,100999,0,1,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100999,0,0,0,0,0.000000,81.000000,81,0,0,18,0.000000,0.000000,0
1,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,1,1,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,81.000000,81,0,0,18,0.000000,0.000000,0
2,100300,0,0,0,0,81.000000,1,0.500000,1,12345,23456,100999,0,0,5.000000,-4.000000,-7,3,-2,1,102,84,92,96,91,85,108,78,68,92,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100300,101200,0,0,0,0,0.000000,0,0,0,0,86,86,3,-2,-7,0,0,1
2,100300,0,0,0,0,81.000000,0,0.000000,0,0,0,0,0,0,0.000000,0.000000,25,0,0,0,11,22,33,44,55,66,77,88,99,111,122,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100300,101200,0,0,0,0,0.000000,0,0,0,0.000000,86,86,0,0,25,0,0,0
3,100300,0,100300,101200,0,81.000000,0,0.000000,0,0,0,0,0,1,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,12,333,292,311,311,324,333,320,308,295,347,279,256,0,1,0,100300,101200,0,0,0,0,0,0,0,0,0.000000,81.000000,81,0,0,18,0.000000,0.000000,0
3,100525,0,100300,101200,0,81.000000,0,0.000000,0,0,0,0,0,1,0.000000,0.000000,18,0,0,0,102,84,92,96,91,85,108,78,68,92,98,102,12,331,283,304,311,308,347,322,317,301,347,295,242,0,1,0,100300,101200,0,0,0,0,0,0,0,0,0.000000,81.000000,81,0,0,18,0.000000,0.000000,0
